data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1RUB;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pelny numer tabeli
20190102;0.1166;3.7619;2.6393;0.4801;2.7608;2.5246;2.7601;4.3016;1.3353;3.8242;4.7737;0.1358;3.4523;0.1671;0.5762;3.2294;0.4343;0.4210;0.5800;0.9228;2.1994;0.7037;1.0027;0.5421;0.0716;0.1914;0.2597;0.9693;0.9093;0.0541;2.6034;5.3743;0.3360;0.5488;5.2232;1;001/A/NBP/2019;
20190103;0.1176;3.7827;2.6338;0.4829;2.7778;2.5123;2.7701;4.3030;1.3341;3.8343;4.7589;0.1375;3.5132;0.1672;0.5762;3.2208;0.4334;0.4189;0.5791;0.9224;2.2001;0.6893;1.0094;0.5429;0.0719;0.1926;0.2604;0.9981;0.9129;0.0548;2.6250;5.3885;0.3354;0.5503;5.2505;2;002/A/NBP/2019;
20190104;0.1176;3.7720;2.6585;0.4815;2.8057;2.5282;2.7706;4.3018;1.3390;3.8213;4.7803;0.1357;3.4919;0.1679;0.5760;3.2151;0.4357;0.4195;0.5787;0.9223;2.1995;0.6957;1.0142;0.5437;0.0719;0.1925;0.2670;1.0041;0.9121;0.0552;2.6433;5.4016;0.3359;0.5495;5.2592;3;003/A/NBP/2019;
20190107;0.1174;3.7575;2.6784;0.4795;2.8119;2.5388;2.7683;4.2989;1.3385;3.8245;4.7907;0.1351;3.4727;0.1682;0.5757;3.1891;0.4383;0.4201;0.5784;0.9218;2.1980;0.6978;1.0179;0.5516;0.0716;0.1932;0.2691;1.0116;0.9133;0.0558;2.6668;5.3780;0.3358;0.5483;5.2430;4;004/A/NBP/2019;
20190108;0.1171;3.7559;2.6778;0.4791;2.8294;2.5303;2.7648;4.3013;1.3384;3.8307;4.7952;0.1339;3.4497;0.1678;0.5760;3.1697;0.4398;0.4221;0.5789;0.9219;2.1993;0.6900;1.0142;0.5513;0.0716;0.1941;0.2685;1.0055;0.9121;0.0560;2.6554;5.3589;0.3338;0.5481;5.2346;5;005/A/NBP/2019;
20190109;0.1172;3.7509;2.6849;0.4785;2.8335;2.5336;2.7644;4.2989;1.3362;3.8282;4.7835;0.1335;3.4441;0.1678;0.5758;3.1402;0.4399;0.4201;0.5786;0.9201;2.1980;0.6806;1.0177;0.5513;0.0717;0.1939;0.2691;1.0101;0.9116;0.0560;2.6555;5.3115;0.3349;0.5494;5.2365;6;006/A/NBP/2019;
20190110;0.1170;3.7360;2.6836;0.4766;2.8241;2.5352;2.7641;4.3055;1.3381;3.8273;4.7680;0.1321;3.4556;0.1680;0.5767;3.1404;0.4410;0.4201;0.5797;0.9210;2.2013;0.6807;1.0179;0.5526;0.0716;0.1940;0.2682;1.0150;0.9118;0.0557;2.6581;5.2939;0.3339;0.5506;5.2360;7;007/A/NBP/2019;
20190111;0.1168;3.7289;2.6916;0.4755;2.8271;2.5478;2.7599;4.2957;1.3365;3.7945;4.7550;0.1326;3.4415;0.1679;0.5755;3.1196;0.4408;0.4198;0.5784;0.9181;2.1964;0.6854;1.0150;0.5517;0.0717;0.1954;0.2700;1.0050;0.9104;0.0557;2.6550;5.2870;0.3344;0.5532;5.2054;8;008/A/NBP/2019;
20190114;0.1172;3.7458;2.6918;0.4776;2.8224;2.5497;2.7649;4.2936;1.3369;3.8116;4.8073;0.1337;3.4633;0.1680;0.5752;3.1001;0.4380;0.4188;0.5776;0.9177;2.1953;0.6821;1.0226;0.5550;0.0717;0.1955;0.2691;1.0093;0.9137;0.0557;2.6521;5.2942;0.3336;0.5536;5.2096;9;009/A/NBP/2019;
20190115;0.1177;3.7542;2.7028;0.4786;2.8284;2.5609;2.7736;4.2922;1.3338;3.8111;4.8300;0.1332;3.4577;0.1679;0.5750;3.0991;0.4388;0.4191;0.5779;0.9163;2.1946;0.6913;1.0243;0.5571;0.0721;0.1976;0.2717;1.0147;0.9144;0.0559;2.6634;5.2827;0.3346;0.5556;5.2293;10;010/A/NBP/2019;
20190116;0.1187;3.7619;2.7038;0.4796;2.8365;2.5525;2.7767;4.2929;1.3269;3.8066;4.8439;0.1342;3.4631;0.1678;0.5752;3.0996;0.4409;0.4194;0.5781;0.9170;2.1950;0.6974;1.0210;0.5569;0.0720;0.1978;0.2748;1.0120;0.9153;0.0564;2.6638;5.2894;0.3352;0.5567;5.2433;11;011/A/NBP/2019;
20190117;0.1186;3.7615;2.6957;0.4798;2.8334;2.5360;2.7748;4.2875;1.3340;3.7921;4.8468;0.1341;3.4607;0.1678;0.5744;3.1001;0.4392;0.4167;0.5773;0.9142;2.1922;0.6999;1.0198;0.5623;0.0718;0.1985;0.2740;1.0066;0.9144;0.0565;2.6527;5.2867;0.3349;0.5560;5.2427;12;012/A/NBP/2019;
20190118;0.1189;3.7694;2.7078;0.4805;2.8415;2.5465;2.7790;4.2964;1.3473;3.7917;4.8773;0.1347;3.4401;0.1681;0.5756;3.1179;0.4417;0.4186;0.5782;0.9150;2.1967;0.7027;1.0211;0.5621;0.0717;0.1977;0.2730;1.0051;0.9166;0.0567;2.6592;5.2983;0.3359;0.5562;5.2541;13;013/A/NBP/2019;
20190121;0.1188;3.7751;2.7011;0.4812;2.8409;2.5391;2.7755;4.2928;1.3491;3.7844;4.8457;0.1351;3.4421;0.1677;0.5750;3.1152;0.4407;0.4185;0.5780;0.9121;2.1949;0.7073;1.0215;0.5625;0.0715;0.1970;0.2720;1.0062;0.9179;0.0569;2.6543;5.2994;0.3336;0.5556;5.2453;14;014/A/NBP/2019;
20190122;0.1186;3.7727;2.6880;0.4809;2.8304;2.5312;2.7717;4.2862;1.3478;3.7839;4.8718;0.1355;3.4466;0.1674;0.5740;3.1195;0.4392;0.4179;0.5771;0.9096;2.1915;0.7053;1.0217;0.5612;0.0713;0.1961;0.2708;1.0047;0.9129;0.0567;2.6541;5.2831;0.3329;0.5543;5.2373;15;015/A/NBP/2019;
20190123;0.1189;3.7747;2.6963;0.4811;2.8349;2.5630;2.7772;4.2867;1.3476;3.7817;4.9019;0.1354;3.4420;0.1672;0.5741;3.1244;0.4392;0.4182;0.5764;0.9027;2.1918;0.7107;1.0245;0.5602;0.0716;0.1975;0.2720;0.9894;0.9123;0.0570;2.6620;5.2952;0.3349;0.5564;5.2503;16;016/A/NBP/2019;
20190124;0.1193;3.7844;2.6861;0.4823;2.8349;2.5631;2.7816;4.2942;1.3472;3.8084;4.9373;0.1363;3.4482;0.1670;0.5752;3.1345;0.4417;0.4178;0.5774;0.9013;2.1956;0.7169;1.0298;0.5630;0.0716;0.1985;0.2739;1.0048;0.9134;0.0574;2.6717;5.3126;0.3348;0.5572;5.2595;17;017/A/NBP/2019;
20190125;0.1197;3.7893;2.6901;0.4830;2.8435;2.5661;2.7893;4.2935;1.3484;3.8044;4.9581;0.1364;3.4507;0.1669;0.5751;3.1640;0.4423;0.4170;0.5777;0.9007;2.1953;0.7160;1.0287;0.5637;0.0719;0.1994;0.2759;1.0041;0.9185;0.0573;2.6899;5.3230;0.3377;0.5600;5.2669;18;018/A/NBP/2019;
20190128;0.1192;3.7592;2.7003;0.4791;2.8426;2.5753;2.7785;4.2885;1.3492;3.7896;4.9464;0.1353;3.4362;0.1668;0.5744;3.1441;0.4414;0.4157;0.5773;0.9001;2.1927;0.7116;1.0242;0.5615;0.0716;0.1975;0.2757;0.9969;0.9146;0.0570;2.6718;5.2876;0.3362;0.5579;5.2637;19;019/A/NBP/2019;
20190129;0.1191;3.7563;2.6918;0.4786;2.8337;2.5731;2.7774;4.2974;1.3551;3.7861;4.9455;0.1351;3.4317;0.1669;0.5757;3.1414;0.4427;0.4154;0.5785;0.9020;2.1972;0.7024;1.0213;0.5599;0.0716;0.1975;0.2751;0.9985;0.9135;0.0566;2.6650;5.2803;0.3358;0.5575;5.2538;20;020/A/NBP/2019;
20190130;0.1197;3.7577;2.7066;0.4791;2.8378;2.5705;2.7817;4.2952;1.3544;3.7725;4.9260;0.1354;3.4359;0.1665;0.5753;3.1352;0.4422;0.4136;0.5785;0.9032;2.1961;0.7114;1.0221;0.5630;0.0718;0.1969;0.2761;1.0100;0.9149;0.0569;2.6595;5.2783;0.3362;0.5594;5.2540;21;021/A/NBP/2019;
20190131;0.1193;3.7271;2.7099;0.4750;2.8375;2.5750;2.7693;4.2802;1.3551;3.7521;4.8889;0.1345;3.4329;0.1661;0.5733;3.1197;0.4433;0.4130;0.5767;0.9037;2.1884;0.7152;1.0221;0.5614;0.0714;0.1951;0.2795;1.0114;0.9100;0.0572;2.6675;5.2351;0.3350;0.5554;5.2325;22;022/A/NBP/2019;
20190201;0.1190;3.7243;2.7027;0.4745;2.8334;2.5775;2.7611;4.2706;1.3462;3.7509;4.8588;0.1352;3.4195;0.1658;0.5720;3.1036;0.4416;0.4114;0.5756;0.8999;2.1836;0.7170;1.0257;0.5679;0.0714;0.1951;0.2809;1.0216;0.9092;0.0568;2.6716;5.2227;0.3336;0.5526;5.2070;23;023/A/NBP/2019;
20190204;0.1194;3.7408;2.7040;0.4765;2.8575;2.5772;2.7645;4.2813;1.3474;3.7511;4.8868;0.1365;3.4043;0.1664;0.5735;3.1205;0.4422;0.4123;0.5774;0.9010;2.1890;0.7151;1.0306;0.5720;0.0714;0.1954;0.2797;1.0221;0.9138;0.0570;2.6806;5.2192;0.3341;0.5528;5.2194;24;024/A/NBP/2019;
20190205;0.1200;3.7542;2.7189;0.4784;2.8640;2.5860;2.7755;4.2869;1.3493;3.7519;4.8870;0.1380;3.4127;0.1669;0.5742;3.1291;0.4430;0.4115;0.5783;0.9034;2.1919;0.7201;1.0402;0.5751;0.0717;0.1970;0.2806;1.0230;0.9169;0.0573;2.6895;5.2330;0.3355;0.5571;5.2293;25;025/A/NBP/2019;
20190206;0.1207;3.7706;2.6901;0.4805;2.8580;2.5845;2.7846;4.2936;1.3467;3.7680;4.8880;0.1398;3.4379;0.1667;0.5751;3.1340;0.4427;0.4120;0.5792;0.9053;2.1953;0.7219;1.0422;0.5788;0.0720;0.1975;0.2798;1.0275;0.9211;0.0574;2.7084;5.2618;0.3364;0.5594;5.2421;26;026/A/NBP/2019;
20190207;0.1213;3.7919;2.6923;0.4833;2.8657;2.5610;2.7957;4.3019;1.3462;3.7814;4.8941;0.1405;3.4463;0.1668;0.5763;3.1447;0.4426;0.4112;0.5804;0.9079;2.1996;0.7215;1.0459;0.5791;0.0725;0.1982;0.2793;1.0253;0.9308;0.0574;2.7138;5.3067;0.3369;0.5620;5.2584;27;027/A/NBP/2019;
20190208;0.1208;3.8040;2.6921;0.4848;2.8562;2.5665;2.8051;4.3082;1.3494;3.7956;4.9192;0.1414;3.4628;0.1670;0.5772;3.1585;0.4409;0.4099;0.5816;0.9081;2.2028;0.7253;1.0467;0.5776;0.0730;0.1995;0.2789;1.0235;0.9347;0.0576;2.7239;5.3438;0.3386;0.5635;5.2769;28;028/A/NBP/2019;
20190211;0.1217;3.8190;2.7054;0.4867;2.8773;2.5777;2.8116;4.3172;1.3506;3.8082;4.9277;0.1413;3.4643;0.1671;0.5784;3.1605;0.4400;0.4119;0.5831;0.9101;2.2074;0.7242;1.0485;0.5803;0.0732;0.1996;0.2792;1.0233;0.9378;0.0581;2.7201;5.3660;0.3392;0.5623;5.2921;29;029/A/NBP/2019;
20190212;0.1225;3.8380;2.7170;0.4890;2.8898;2.5812;2.8244;4.3268;1.3569;3.8093;4.9303;0.1418;3.4714;0.1674;0.5798;3.1675;0.4408;0.4136;0.5842;0.9124;2.2122;0.7265;1.0530;0.5798;0.0737;0.1992;0.2777;1.0214;0.9410;0.0584;2.7281;5.4248;0.3414;0.5663;5.3134;30;030/A/NBP/2019;
20190213;0.1221;3.8261;2.7227;0.4875;2.8924;2.6097;2.8222;4.3312;1.3626;3.8031;4.9302;0.1412;3.4564;0.1677;0.5803;3.1615;0.4433;0.4143;0.5849;0.9128;2.2145;0.7285;1.0516;0.5794;0.0734;0.1986;0.2765;1.0314;0.9408;0.0582;2.7218;5.4099;0.3409;0.5658;5.3181;31;031/A/NBP/2019;
20190214;0.1228;3.8516;2.7355;0.4908;2.9045;2.6299;2.8345;4.3394;1.3610;3.8182;4.9429;0.1415;3.4700;0.1683;0.5815;3.2025;0.4448;0.4151;0.5859;0.9145;2.2187;0.7241;1.0522;0.5804;0.0734;0.1981;0.2720;1.0259;0.9449;0.0577;2.7336;5.4134;0.3418;0.5684;5.3341;32;032/A/NBP/2019;
20190215;0.1225;3.8326;2.7213;0.4883;2.8851;2.6209;2.8217;4.3243;1.3596;3.8081;4.9104;0.1408;3.4712;0.1682;0.5796;3.2199;0.4424;0.4121;0.5835;0.9129;2.2110;0.7276;1.0540;0.5768;0.0732;0.1994;0.2725;1.0294;0.9374;0.0575;2.7100;5.3748;0.3396;0.5656;5.3171;33;033/A/NBP/2019;
20190218;0.1225;3.8286;2.7377;0.4878;2.8912;2.6298;2.8225;4.3317;1.3621;3.8150;4.9437;0.1408;3.4627;0.1685;0.5805;3.2158;0.4439;0.4136;0.5848;0.9137;2.2148;0.7217;1.0578;0.5784;0.0731;0.1990;0.2716;1.0345;0.9371;0.0578;2.7141;5.3580;0.3399;0.5657;5.3341;34;034/A/NBP/2019;
20190219;0.1226;3.8311;2.7234;0.4881;2.8897;2.6145;2.8231;4.3303;1.3611;3.8141;4.9495;0.1410;3.4582;0.1682;0.5803;3.1864;0.4440;0.4088;0.5841;0.9120;2.2140;0.7198;1.0557;0.5797;0.0733;0.1986;0.2700;1.0262;0.9389;0.0579;2.7167;5.3616;0.3395;0.5665;5.3324;35;035/A/NBP/2019;
20190220;0.1230;3.8221;2.7342;0.4870;2.8973;2.6253;2.8281;4.3371;1.3661;3.8190;4.9840;0.1412;3.4501;0.1688;0.5812;3.1961;0.4454;0.4108;0.5851;0.9115;2.2176;0.7193;1.0559;0.5830;0.0736;0.1993;0.2705;1.0263;0.9398;0.0581;2.7223;5.3753;0.3406;0.5693;5.3279;36;036/A/NBP/2019;
20190221;0.1226;3.8247;2.7160;0.4873;2.8975;2.6062;2.8264;4.3322;1.3651;3.8171;4.9965;0.1416;3.4547;0.1688;0.5805;3.1925;0.4428;0.4088;0.5843;0.9105;2.2151;0.7172;1.0562;0.5855;0.0734;0.1988;0.2751;1.0266;0.9378;0.0584;2.7197;5.3749;0.3395;0.5689;5.3150;37;037/A/NBP/2019;
20190222;0.1221;3.8242;2.7187;0.4875;2.8947;2.5991;2.8279;4.3387;1.3651;3.8225;4.9787;0.1416;3.4518;0.1692;0.5815;3.1973;0.4437;0.4097;0.5848;0.9115;2.2184;0.7166;1.0591;0.5842;0.0733;0.1984;0.2726;1.0149;0.9376;0.0584;2.7204;5.3760;0.3400;0.5696;5.3215;38;038/A/NBP/2019;
20190225;0.1222;3.8241;2.7395;0.4872;2.9141;2.6314;2.8330;4.3402;1.3648;3.8267;5.0025;0.1419;3.4547;0.1692;0.5816;3.1984;0.4457;0.4104;0.5841;0.9121;2.2191;0.7190;1.0592;0.5872;0.0736;0.2003;0.2758;1.0204;0.9402;0.0586;2.7281;5.3869;0.3419;0.5718;5.3331;39;039/A/NBP/2019;
20190226;0.1218;3.8124;2.7276;0.4857;2.8870;2.6227;2.8265;4.3338;1.3641;3.8145;5.0259;0.1413;3.4394;0.1689;0.5808;3.1843;0.4432;0.4091;0.5835;0.9098;2.2158;0.7193;1.0534;0.5860;0.0733;0.1991;0.2754;1.0162;0.9364;0.0581;2.7249;5.3673;0.3412;0.5693;5.3211;40;040/A/NBP/2019;
20190227;0.1207;3.7886;2.7155;0.4827;2.8825;2.6057;2.8114;4.3173;1.3645;3.8003;5.0321;0.1407;3.4309;0.1684;0.5786;3.1722;0.4437;0.4090;0.5813;0.9093;2.2074;0.7150;1.0467;0.5845;0.0732;0.1978;0.2736;1.0106;0.9317;0.0576;2.7004;5.3133;0.3386;0.5676;5.3007;41;041/A/NBP/2019;
20190228;0.1201;3.7853;2.7026;0.4822;2.8748;2.5897;2.8067;4.3120;1.3628;3.8013;5.0350;0.1409;3.4167;0.1683;0.5778;3.1683;0.4432;0.4118;0.5804;0.9094;2.2047;0.7092;1.0476;0.5830;0.0732;0.1972;0.2707;1.0152;0.9308;0.0575;2.6913;5.3258;0.3369;0.5659;5.2933;42;042/A/NBP/2019;
20190301;0.1195;3.7920;2.6917;0.4831;2.8865;2.5838;2.8036;4.3079;1.3639;3.7907;5.0223;0.1411;3.3884;0.1682;0.5774;3.1699;0.4427;0.4104;0.5798;0.9086;2.2026;0.7094;1.0449;0.5782;0.0732;0.1967;0.2684;1.0109;0.9307;0.0576;2.6865;5.3474;0.3369;0.5655;5.2754;43;043/A/NBP/2019;
20190304;0.1190;3.7893;2.6840;0.4828;2.8494;2.5781;2.7993;4.2984;1.3599;3.7856;5.0183;0.1412;3.3880;0.1677;0.5761;3.1629;0.4406;0.4079;0.5784;0.9066;2.1978;0.7046;1.0448;0.5744;0.0732;0.1957;0.2659;1.0039;0.9298;0.0576;2.6817;5.3489;0.3364;0.5656;5.2658;44;044/A/NBP/2019;
20190305;0.1196;3.7977;2.6911;0.4838;2.8475;2.5831;2.8035;4.3018;1.3633;3.7940;5.0082;0.1421;3.3918;0.1679;0.5764;3.1377;0.4386;0.4073;0.5795;0.9065;2.1995;0.7066;1.0488;0.5752;0.0728;0.1969;0.2685;1.0059;0.9317;0.0578;2.6896;5.3890;0.3372;0.5666;5.2830;45;045/A/NBP/2019;
20190306;0.1195;3.8038;2.6747;0.4846;2.8448;2.5816;2.8021;4.2992;1.3627;3.7845;5.0014;0.1436;3.4006;0.1678;0.5761;3.1335;0.4377;0.4076;0.5792;0.9056;2.1981;0.7064;1.0519;0.5783;0.0728;0.1974;0.2679;1.0075;0.9302;0.0578;2.6901;5.3956;0.3369;0.5673;5.2829;46;046/A/NBP/2019;
20190307;0.1197;3.8038;2.6797;0.4846;2.8323;2.5785;2.8029;4.3019;1.3641;3.7867;5.0077;0.1442;3.4052;0.1681;0.5766;3.1447;0.4391;0.4084;0.5802;0.9066;2.1995;0.6980;1.0522;0.5761;0.0729;0.1963;0.2654;0.9905;0.9305;0.0577;2.6901;5.4310;0.3367;0.5671;5.2906;47;047/A/NBP/2019;
20190308;0.1209;3.8409;2.6982;0.4893;2.8545;2.6068;2.8246;4.3068;1.3638;3.8031;5.0272;0.1456;3.4571;0.1681;0.5773;3.1575;0.4373;0.4059;0.5808;0.9081;2.2020;0.7022;1.0579;0.5753;0.0735;0.1966;0.2649;0.9923;0.9389;0.0579;2.6843;5.4937;0.3379;0.5715;5.3144;48;048/A/NBP/2019;
20190311;0.1204;3.8199;2.6916;0.4866;2.8476;2.6016;2.8116;4.2983;1.3617;3.7902;4.9577;0.1450;3.4344;0.1675;0.5761;3.1512;0.4398;0.4057;0.5798;0.9053;2.1977;0.7019;1.0553;0.5690;0.0731;0.1961;0.2658;0.9878;0.9341;0.0579;2.6731;5.4634;0.3368;0.5682;5.3040;49;049/A/NBP/2019;
20190312;0.1205;3.8116;2.6979;0.4856;2.8446;2.6101;2.8107;4.2976;1.3620;3.7813;5.0332;0.1446;3.4223;0.1675;0.5760;3.1554;0.4413;0.4062;0.5797;0.9040;2.1974;0.7003;1.0536;0.5683;0.0720;0.1968;0.2672;0.9930;0.9333;0.0580;2.6720;5.4823;0.3373;0.5681;5.3031;50;050/A/NBP/2019;
20190313;0.1204;3.8077;2.6891;0.4851;2.8492;2.6037;2.8085;4.3006;1.3664;3.7852;5.0013;0.1424;3.4201;0.1675;0.5765;3.1856;0.4419;0.4074;0.5798;0.9027;2.1989;0.6969;1.0526;0.5722;0.0722;0.1970;0.2654;0.9986;0.9313;0.0581;2.6693;5.4820;0.3362;0.5675;5.2952;51;051/A/NBP/2019;
20190314;0.1198;3.8018;2.6846;0.4843;2.8558;2.5953;2.8047;4.3015;1.3679;3.7854;5.0398;0.1417;3.4030;0.1676;0.5765;3.1958;0.4431;0.4085;0.5797;0.9023;2.1993;0.6951;1.0582;0.5685;0.0722;0.1970;0.2634;0.9967;0.9292;0.0582;2.6648;5.4671;0.3351;0.5658;5.2936;52;052/A/NBP/2019;
20190315;0.1199;3.8014;2.6917;0.4843;2.8553;2.6018;2.8084;4.3037;1.3689;3.7863;5.0406;0.1407;3.4044;0.1677;0.5766;3.2286;0.4443;0.4094;0.5798;0.9048;2.2005;0.6945;1.0549;0.5658;0.0721;0.1972;0.2634;0.9893;0.9290;0.0582;2.6657;5.5010;0.3346;0.5661;5.3000;53;053/A/NBP/2019;
20190318;0.1196;3.7876;2.6912;0.4825;2.8426;2.6011;2.8021;4.2993;1.3678;3.7838;5.0199;0.1395;3.3973;0.1676;0.5761;3.2301;0.4439;0.4104;0.5799;0.9044;2.1982;0.6926;1.0529;0.5654;0.0719;0.1973;0.2621;0.9922;0.9288;0.0586;2.6603;5.5236;0.3344;0.5646;5.2937;54;054/A/NBP/2019;
20190319;0.1194;3.7823;2.6845;0.4818;2.8399;2.5945;2.8005;4.2940;1.3689;3.7828;5.0190;0.1392;3.3978;0.1677;0.5755;3.2359;0.4428;0.4101;0.5791;0.9030;2.1955;0.6903;1.0488;0.5679;0.0715;0.1987;0.2627;0.9974;0.9277;0.0588;2.6579;5.4875;0.3350;0.5634;5.2740;55;055/A/NBP/2019;
20190320;0.1190;3.7767;2.6787;0.4811;2.8331;2.5861;2.7953;4.2864;1.3702;3.7781;4.9955;0.1389;3.3855;0.1671;0.5745;3.2253;0.4423;0.4107;0.5781;0.9004;2.1916;0.6890;1.0464;0.5659;0.0716;0.1987;0.2601;0.9967;0.9286;0.0587;2.6625;5.4859;0.3344;0.5641;5.2613;56;056/A/NBP/2019;
20190321;0.1187;3.7581;2.6847;0.4789;2.8249;2.5992;2.7889;4.2870;1.3640;3.7849;4.9503;0.1378;3.4020;0.1672;0.5744;3.2112;0.4460;0.4112;0.5781;0.9015;2.1919;0.6906;1.0461;0.5673;0.0714;0.2001;0.2651;0.9954;0.9251;0.0590;2.6577;5.4789;0.3329;0.5622;5.2635;57;057/A/NBP/2019;
20190322;0.1198;3.7948;2.6912;0.4835;2.8367;2.6062;2.8087;4.2894;1.3582;3.8079;4.9700;0.1409;3.4332;0.1669;0.5748;3.1891;0.4450;0.4096;0.5783;0.9021;2.1932;0.6843;1.0503;0.5686;0.0722;0.2000;0.2646;1.0006;0.9341;0.0592;2.6790;5.4992;0.3347;0.5651;5.2571;58;058/A/NBP/2019;
20190325;0.1202;3.7966;2.6927;0.4837;2.8315;2.6118;2.8109;4.2978;1.3564;3.8184;5.0024;0.1412;3.4446;0.1670;0.5758;3.1486;0.4455;0.4117;0.5794;0.9041;2.1974;0.6696;1.0477;0.5593;0.0724;0.1991;0.2633;0.9716;0.9332;0.0591;2.6775;5.5132;0.3350;0.5656;5.2922;59;059/A/NBP/2019;
20190326;0.1199;3.7969;2.7064;0.4837;2.8362;2.6205;2.8113;4.2970;1.3585;3.8245;5.0128;0.1406;3.4397;0.1668;0.5756;3.1388;0.4454;0.4116;0.5793;0.9034;2.1971;0.6826;1.0489;0.5586;0.0723;0.1997;0.2639;0.9849;0.9326;0.0590;2.6796;5.5136;0.3349;0.5655;5.2841;60;060/A/NBP/2019;
20190327;0.1199;3.8113;2.7074;0.4856;2.8466;2.5968;2.8159;4.2991;1.3437;3.8373;5.0329;0.1407;3.4512;0.1669;0.5757;3.1312;0.4444;0.4124;0.5794;0.9034;2.1981;0.7055;1.0523;0.5599;0.0724;0.1985;0.2629;0.9831;0.9359;0.0588;2.6849;5.5262;0.3352;0.5670;5.3034;61;061/A/NBP/2019;
20190328;0.1202;3.8202;2.7098;0.4867;2.8461;2.6006;2.8179;4.2998;1.3430;3.8376;5.0187;0.1405;3.4630;0.1666;0.5759;3.1249;0.4420;0.4100;0.5789;0.9033;2.1984;0.6858;1.0507;0.5606;0.0724;0.1969;0.2608;0.9565;0.9368;0.0589;2.6823;5.5338;0.3358;0.5676;5.3125;62;062/A/NBP/2019;
20190329;0.1209;3.8365;2.7174;0.4887;2.8553;2.6052;2.8292;4.3013;1.3409;3.8513;4.9960;0.1411;3.4625;0.1666;0.5761;3.1282;0.4433;0.4130;0.5789;0.9029;2.1993;0.6802;1.0563;0.5628;0.0729;0.1986;0.2639;0.9835;0.9399;0.0593;2.6942;5.5436;0.3376;0.5712;5.3223;63;063/A/NBP/2019;
20190401;0.1207;3.8267;2.7271;0.4875;2.8668;2.6135;2.8270;4.3035;1.3399;3.8495;5.0090;0.1406;3.4469;0.1669;0.5765;3.1253;0.4465;0.4142;0.5795;0.9034;2.2004;0.6789;1.0564;0.5623;0.0729;0.1983;0.2684;0.9754;0.9379;0.0585;2.6901;5.5265;0.3373;0.5704;5.3176;64;064/A/NBP/2019;
20190402;0.1208;3.8403;2.7143;0.4892;2.8799;2.5985;2.8315;4.3004;1.3352;3.8412;5.0086;0.1425;3.4475;0.1671;0.5760;3.1230;0.4459;0.4121;0.5781;0.9030;2.1987;0.6885;1.0600;0.5742;0.0732;0.1999;0.2697;0.9970;0.9403;0.0586;2.7007;5.5518;0.3378;0.5710;5.3129;65;065/A/NBP/2019;
20190403;0.1204;3.8192;2.7189;0.4864;2.8701;2.5928;2.8240;4.2941;1.3430;3.8328;5.0309;0.1409;3.4249;0.1671;0.5752;3.1551;0.4468;0.4120;0.5779;0.9024;2.1955;0.6783;1.0592;0.5671;0.0732;0.1994;0.2702;0.9911;0.9363;0.0586;2.6858;5.5706;0.3366;0.5693;5.3139;66;066/A/NBP/2019;
20190404;0.1202;3.8215;2.7164;0.4868;2.8604;2.5898;2.8219;4.2921;1.3417;3.8263;5.0297;0.1414;3.4298;0.1670;0.5750;3.2031;0.4449;0.4120;0.5774;0.9028;2.1945;0.6756;1.0615;0.5724;0.0732;0.1983;0.2689;0.9874;0.9358;0.0584;2.6949;5.5328;0.3356;0.5687;5.3020;67;067/A/NBP/2019;
20190405;0.1199;3.8215;2.7231;0.4869;2.8614;2.5757;2.8226;4.2921;1.3389;3.8222;4.9998;0.1432;3.4212;0.1674;0.5749;3.2078;0.4445;0.4118;0.5780;0.9037;2.1945;0.6808;1.0662;0.5746;0.0733;0.2000;0.2709;0.9904;0.9350;0.0584;2.7040;5.5175;0.3357;0.5690;5.3100;68;068/A/NBP/2019;
20190408;0.1195;3.8188;2.7125;0.4865;2.8539;2.5711;2.8157;4.2897;1.3340;3.8180;4.9854;0.1435;3.4260;0.1673;0.5746;3.2109;0.4448;0.4111;0.5771;0.9028;2.1933;0.6685;1.0665;0.5740;0.0732;0.1997;0.2697;0.9862;0.9315;0.0584;2.6963;5.4845;0.3334;0.5682;5.2971;69;069/A/NBP/2019;
20190409;0.1194;3.8003;2.7174;0.4845;2.8580;2.5677;2.8096;4.2871;1.3354;3.8069;4.9827;0.1418;3.4137;0.1674;0.5742;3.2041;0.4454;0.4113;0.5769;0.9023;2.1920;0.6715;1.0619;0.5723;0.0730;0.2007;0.2709;0.9874;0.9280;0.0588;2.6889;5.4763;0.3335;0.5664;5.2898;70;070/A/NBP/2019;
20190410;0.1196;3.8023;2.7172;0.4852;2.8531;2.5682;2.8101;4.2852;1.3317;3.7984;4.9678;0.1420;3.4210;0.1673;0.5740;3.1979;0.4462;0.4105;0.5771;0.9001;2.1910;0.6692;1.0634;0.5720;0.0732;0.2015;0.2715;0.9877;0.9267;0.0588;2.6871;5.4967;0.3337;0.5657;5.2801;71;071/A/NBP/2019;
