data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1RON;1BGN;1TRY;1ILS;100CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;10000IDR;100INR;100KRW;1CNY;1XDR;nr tabeli;pelny numer tabeli;
20231121;0,1132;3,9882;2,6159;0,5116;2,9051;2,4174;2,9827;4,3647;1,1475;4,5106;4,9971;0,1106;2,6988;0,1780;0,5854;2,8621;0,3739;0,3828;0,8779;2,2316;0,1386;1,0744;0,4544;0,0719;0,2330;0,2169;0,8215;0,8571;2,5830;4,7842;0,3083;0,5588;5,3172;225;225/A/NBP/2023;
20231122;0,1141;4,0180;2,6333;0,5153;2,9301;2,4221;2,9952;4,3804;1,1490;4,5433;5,0341;0,1114;2,6941;0,1787;0,5876;2,8500;0,3752;0,3838;0,8812;2,2396;0,1394;1,0755;0,4623;0,0722;0,2334;0,2147;0,8198;0,8589;2,5798;4,8215;0,3082;0,5618;5,3315;226;226/A/NBP/2023;
20231123;0,1133;3,9969;2,6230;0,5126;2,9208;2,4173;2,9842;4,3658;1,1494;4,5274;5,0193;0,1109;2,6782;0,1790;0,5855;2,8516;0,3723;0,3814;0,8782;2,2322;0,1388;1,0725;0,4582;0,0722;0,2326;0,2136;0,8145;0,8542;2,5695;4,7956;0,3076;0,5598;5,3254;227;227/A/NBP/2023;
20231124;0,1130;4,0103;2,6319;0,5145;2,9288;2,4280;2,9888;4,3722;1,1504;4,5348;5,0325;0,1113;2,6799;0,1792;0,5864;2,8974;0,3725;0,3820;0,8796;2,2354;0,1390;1,0717;0,4591;0,0723;0,2338;0,2117;0,8177;0,8561;2,5765;4,8098;0,3067;0,5605;5,3332;228;228/A/NBP/2023;
20231127;0,1133;3,9769;2,6235;0,5104;2,9133;2,4172;2,9721;4,3543;1,1459;4,5120;5,0142;0,1096;2,6639;0,1787;0,5840;2,8932;0,3716;0,3821;0,8761;2,2263;0,1376;1,0643;0,4566;0,0717;0,2326;0,2122;0,8110;0,8496;2,5666;4,7672;0,3050;0,5558;5,3114;229;229/A/NBP/2023;
20231128;0,1138;3,9750;2,6297;0,5098;2,9259;2,4219;2,9755;4,3542;1,1456;4,5175;5,0198;0,1093;2,6760;0,1790;0,5840;2,8932;0,3727;0,3813;0,8756;2,2262;0,1374;1,0729;0,4562;0,0718;0,2316;0,2122;0,8117;0,8509;2,5753;4,7696;0,3069;0,5557;5,3026;230;230/A/NBP/2023;
20231129;0,1134;3,9478;2,6161;0,5060;2,9078;2,4291;2,9645;4,3327;1,1455;4,5031;5,0066;0,1085;2,6754;0,1784;0,5811;2,8750;0,3702;0,3813;0,8713;2,2153;0,1366;1,0751;0,4549;0,0713;0,2302;0,2130;0,8104;0,8486;2,5643;4,7382;0,3060;0,5539;5,2769;231;231/A/NBP/2023;
20231130;0,1131;3,9810;2,6324;0,5097;2,9258;2,4498;2,9803;4,3492;1,1460;4,5510;5,0350;0,1095;2,7004;0,1788;0,5834;2,8898;0,3719;0,3811;0,8747;2,2237;0,1379;1,0744;0,4582;0,0718;0,2282;0,2112;0,8114;0,8544;2,5667;4,7744;0,3066;0,5580;5,2916;232;232/A/NBP/2023;
20231201;0,1139;3,9910;2,6465;0,5109;2,9524;2,4670;2,9884;4,3494;1,1439;4,5670;5,0557;0,1095;2,6992;0,1787;0,5834;2,8823;0,3715;0,3825;0,8751;2,2238;0,1381;1,0685;0,4576;0,0721;0,2312;0,2132;0,8101;0,8540;2,5773;4,7916;0,3065;0,5592;5,3051;233;233/A/NBP/2023;
20231204;0,1140;3,9850;2,6510;0,5100;2,9435;2,4669;2,9865;4,3337;1,1416;4,5678;5,0509;0,1091;2,7180;0,1779;0,5813;2,8681;0,3712;0,3831;0,8723;2,2158;0,1381;1,0750;0,4639;0,0720;0,2311;0,2131;0,8165;0,8556;2,5785;4,7809;0,3056;0,5584;5,3091;234;234/A/NBP/2023;
20231205;0,1131;3,9910;2,6252;0,5107;2,9449;2,4545;2,9821;4,3233;1,1398;4,5689;5,0417;0,1088;2,7140;0,1772;0,5798;2,8650;0,3677;0,3823;0,8703;2,2104;0,1382;1,0723;0,4595;0,0722;0,2284;0,2123;0,8071;0,8558;2,5742;4,7869;0,3035;0,5588;5,3013;235;235/A/NBP/2023;
20231206;0,1144;4,0202;2,6426;0,5148;2,9595;2,4713;2,9983;4,3382;1,1401;4,5982;5,0656;0,1095;2,7288;0,1784;0,5819;2,8902;0,3666;0,3831;0,8733;2,2181;0,1391;1,0837;0,4580;0,0727;0,2320;0,2118;0,8157;0,8611;2,5949;4,8243;0,3058;0,5615;5,3331;236;236/A/NBP/2023;
20231207;0,1143;4,0199;2,6418;0,5146;2,9586;2,4725;3,0017;4,3334;1,1380;4,6027;5,0597;0,1096;2,7750;0,1780;0,5813;2,8870;0,3683;0,3845;0,8722;2,2156;0,1392;1,0867;0,4613;0,0727;0,2325;0,2132;0,8199;0,8600;2,5909;4,8219;0,3047;0,5622;5,3372;237;237/A/NBP/2023;
20231208;0,1137;4,0181;2,6546;0,5145;2,9590;2,4699;3,0009;4,3303;1,1317;4,5913;5,0458;0,1093;2,7848;0,1779;0,5808;2,8849;0,3694;0,3856;0,8717;2,2140;0,1386;1,0868;0,4611;0,0725;0,2304;0,2127;0,8180;0,8614;2,5906;4,8191;0,3068;0,5609;5,3418;238;238/A/NBP/2023;
20231211;0,1129;4,0277;2,6411;0,5159;2,9631;2,4614;2,9972;4,3366;1,1373;4,5824;5,0567;0,1092;2,7551;0,1782;0,5816;2,8776;0,3686;0,3849;0,8723;2,2172;0,1389;1,0856;0,4622;0,0724;0,2315;0,2109;0,8175;0,8602;2,5794;4,8306;0,3052;0,5610;5,3493;239;239/A/NBP/2023;
20231212;0,1127;4,0204;2,6502;0,5149;2,9635;2,4735;2,9959;4,3396;1,1345;4,5810;5,0516;0,1087;2,7649;0,1777;0,5820;2,8758;0,3686;0,3843;0,8727;2,2188;0,1385;1,0855;0,4559;0,0723;0,2318;0,2122;0,8140;0,8582;2,5739;4,8209;0,3063;0,5602;5,3550;240;240/A/NBP/2023;
20231213;0,1122;4,0149;2,6316;0,5138;2,9535;2,4479;2,9878;4,3309;1,1349;4,5827;5,0289;0,1084;2,7528;0,1767;0,5808;2,8700;0,3652;0,3840;0,8707;2,2143;0,1383;1,0841;0,4588;0,0716;0,2319;0,2110;0,8084;0,8531;2,5638;4,8136;0,3043;0,5590;5,3279;241;241/A/NBP/2023;
20231214;0,1127;3,9484;2,6495;0,5057;2,9351;2,4551;2,9690;4,3053;1,1335;4,5328;5,0015;0,1068;2,7906;0,1761;0,5774;2,8721;0,3739;0,3842;0,8659;2,2012;0,1360;1,0765;0,4534;0,0708;0,2289;0,2130;0,8025;0,8450;2,5478;4,7397;0,3044;0,5535;5,2993;242;242/A/NBP/2023;
20231215;0,1129;3,9326;2,6433;0,5038;2,9401;2,4474;2,9602;4,3103;1,1332;4,5374;5,0240;0,1063;2,7739;0,1765;0,5781;2,8640;0,3756;0,3840;0,8672;2,2038;0,1353;1,0747;0,4543;0,0706;0,2286;0,2167;0,8000;0,8420;2,5384;4,7368;0,3033;0,5534;5,2840;243;243/A/NBP/2023;
20231218;0,1132;3,9625;2,6666;0,5081;2,9625;2,4748;2,9770;4,3269;1,1259;4,5611;5,0196;0,1065;2,7809;0,1764;0,5805;2,8750;0,3803;0,3873;0,8707;2,2123;0,1363;1,0847;0,4553;0,0710;0,2300;0,2153;0,8019;0,8442;2,5548;4,7701;0,3050;0,5555;5,3001;244;244/A/NBP/2023;
20231219;0,1132;3,9591;2,6652;0,5076;2,9577;2,4701;2,9715;4,3321;1,1297;4,5709;5,0283;0,1061;2,7393;0,1767;0,5811;2,8708;0,3823;0,3881;0,8716;2,2149;0,1363;1,0842;0,4529;0,0707;0,2314;0,2140;0,8085;0,8457;2,5535;4,7602;0,3027;0,5543;5,3035;245;245/A/NBP/2023;
20231220;0,1133;3,9527;2,6747;0,5065;2,9654;2,4858;2,9740;4,3341;1,1259;4,5885;5,0117;0,1052;2,7563;0,1767;0,5813;2,8798;0,3848;0,3893;0,8720;2,2160;0,1359;1,0847;0,4586;0,0709;0,2313;0,2162;0,8126;0,8486;2,5485;4,7521;0,3037;0,5538;5,2842;246;246/A/NBP/2023;
20231221;0,1138;3,9645;2,6756;0,5076;2,9702;2,4786;2,9805;4,3387;1,1327;4,5988;5,0077;0,1055;2,7713;0,1771;0,5818;2,8867;0,3836;0,3896;0,8731;2,2183;0,1360;1,0974;0,4544;0,0714;0,2321;0,2167;0,8067;0,8516;2,5536;4,7605;0,3038;0,5548;5,3003;247;247/A/NBP/2023;
20231222;0,1136;3,9338;2,6719;0,5035;2,9624;2,4728;2,9701;4,3288;1,1325;4,5970;4,9905;0,1047;2,7680;0,1762;0,5806;2,8801;0,3845;0,3906;0,8710;2,2133;0,1347;1,0924;0,4474;0,0710;0,2313;0,2137;0,8053;0,8493;2,5408;4,7301;0,3023;0,5520;5,2769;248;248/A/NBP/2023;
20231227;0,1139;3,9178;2,6771;0,5017;2,9674;2,4787;2,9635;4,3311;1,1344;4,5990;4,9834;0,1041;2,7478;0,1757;0,5809;2,8778;0,3856;0,3930;0,8712;2,2145;0,1333;1,0826;0,4391;0,0704;0,2314;0,2116;0,8137;0,8464;2,5391;4,7021;0,3027;0,5481;5,2732;249;249/A/NBP/2023;
20231228;0,1142;3,8990;2,6630;0,4989;2,9510;2,4671;2,9605;4,3392;1,1363;4,6671;4,9887;0,1027;2,7703;0,1757;0,5821;2,8794;0,3860;0,3925;0,8722;2,2186;0,1324;1,0796;0,4417;0,0701;0,2310;0,2100;0,8077;0,8462;2,5285;4,6863;0,3030;0,5486;5,2831;250;250/A/NBP/2023;
20231229;0,1145;3,9350;2,6778;0,5038;2,9698;2,4836;2,9792;4,3480;1,1359;4,6828;4,9997;0,1037;2,7730;0,1759;0,5833;2,8929;0,3867;0,3919;0,8742;2,2231;0,1337;1,0875;0,4445;0,0710;0,2323;0,2124;0,8110;0,8564;2,5557;4,7286;0,3027;0,5534;5,2938;251;251/A/NBP/2023;
